ID,SET_REVIEW_APPROVE_GANG__C,MAILING_CONFIRMED_DATE__C,MAILING_CONFIRMED_STATUS__C
a02d0000005WE4cAAG,10/28/11,10/28/11,Confirmed
a02d0000005WE4dAAG,8/30/11,8/30/11,Confirmed
a02d0000005WE6OAAW,5/11/12,5/11/12,Confirmed
a02d0000005WE6PAAW,8/3/12,8/3/12,Confirmed
a02d0000005WE6QAAW,8/10/12,8/10/12,Confirmed
a02d0000005WE6SAAW,8/15/11,8/15/11,Confirmed
a02d0000005WE6UAAW,8/15/11,8/15/11,Confirmed
a02d0000005WE8hAAG,1/27/12,1/27/12,Confirmed
a02d0000005WE8jAAG,3/23/12,3/23/12,Confirmed
a02d0000005WE8kAAG,3/23/12,3/23/12,Confirmed
a02d0000005WE8oAAG,7/20/12,7/20/12,Confirmed
a02d0000005WEB2AAO,4/27/12,4/27/12,Confirmed
a02d0000005WEB3AAO,3/2/12,3/2/12,Confirmed
a02d0000005WEB5AAO,6/28/12,6/28/12,Confirmed
a02d0000005WEB7AAO,5/24/12,5/24/12,Confirmed
a02d0000005WEB9AAO,7/20/12,7/20/12,Confirmed
a02d0000005WECwAAO,4/6/11,4/6/11,Confirmed
a02d0000005WECxAAO,2/16/11,2/16/11,Confirmed
a02d0000005WECyAAO,2/10/11,2/10/11,Confirmed
a02d0000005WECzAAO,3/11/11,3/11/11,Confirmed
a02d0000005WED1AAO,4/6/11,4/6/11,Confirmed
a02d0000005WED2AAO,12/22/11,12/22/11,Confirmed
a02d0000005WEEjAAO,11/3/11,11/3/11,Confirmed
a02d0000005WEEkAAO,10/21/11,10/21/11,Confirmed
a02d0000005WEElAAO,10/21/11,10/21/11,Confirmed
a02d0000005WEEmAAO,9/22/11,9/22/11,Confirmed
a02d0000005WEEnAAO,9/22/11,9/22/11,Confirmed
a02d0000005WEEoAAO,7/30/12,7/30/12,Confirmed
a02d0000005WEEpAAO,12/22/11,12/22/11,Confirmed
a02d0000005WEGXAA4,9/1/11,9/1/11,Confirmed
a02d0000005WEGaAAO,8/24/12,8/24/12,Confirmed
a02d0000005WEGbAAO,4/6/12,4/6/12,Confirmed
a02d0000005WEGcAAO,12/22/11,12/22/11,Confirmed
a02d0000005WEGdAAO,7/20/12,7/20/12,Confirmed
a02d0000005WEGeAAO,8/17/12,8/17/12,Confirmed
a02d0000005WEGfAAO,2/10/12,2/10/12,Confirmed
a02d0000005WEIOAA4,8/23/11,8/23/11,Confirmed
a02d0000005WEIPAA4,8/15/11,8/15/11,Confirmed
a02d0000005WEIQAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEIRAA4,10/10/11,10/10/11,Confirmed
a02d0000005WEKFAA4,10/20/10,10/20/10,Confirmed
a02d0000005WEKIAA4,2/28/11,2/28/11,Confirmed
a02d0000005WEKJAA4,10/20/10,10/20/10,Confirmed
a02d0000005WEKKAA4,12/1/10,12/1/10,Confirmed
a02d0000005WEKLAA4,1/21/11,1/21/11,Confirmed
a02d0000005WEMFAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEMGAA4,9/23/11,9/23/11,Confirmed
a02d0000005WEMHAA4,10/14/11,10/14/11,Confirmed
a02d0000005WEMJAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEMLAA4,11/18/11,11/18/11,Confirmed
a02d0000005WEO5AAO,11/3/11,11/3/11,Confirmed
a02d0000005WEO6AAO,4/13/12,4/13/12,Confirmed
a02d0000005WEO9AAO,7/27/11,7/27/11,Confirmed
a02d0000005WEOAAA4,12/22/11,12/22/11,Confirmed
a02d0000005WEOBAA4,11/18/11,11/18/11,Confirmed
a02d0000005WEPxAAO,4/27/12,4/27/12,Confirmed
a02d0000005WEPzAAO,7/6/12,7/6/12,Confirmed
a02d0000005WEQ0AAO,3/2/12,3/2/12,Confirmed
a02d0000005WEQ2AAO,8/17/12,8/17/12,Confirmed
a02d0000005WEQ3AAO,3/2/12,3/2/12,Confirmed
a02d0000005WERqAAO,5/11/12,5/11/12,Confirmed
a02d0000005WERrAAO,4/27/12,4/27/12,Confirmed
a02d0000005WERtAAO,4/6/12,4/6/12,Confirmed
a02d0000005WETzAAO,5/11/12,5/11/12,Confirmed
a02d0000005WEU2AAO,5/24/12,5/24/12,Confirmed
a02d0000005WEU5AAO,4/20/12,4/20/12,Confirmed
a02d0000005WDzJAAW,10/28/11,10/28/11,Confirmed
a02d0000005WDzKAAW,8/1/11,8/1/11,Confirmed
a02d0000005WDzLAAW,9/9/11,9/9/11,Confirmed
a02d0000005WDzNAAW,11/3/11,11/3/11,Confirmed
a02d0000005WDzOAAW,8/15/11,8/15/11,Confirmed
a02d0000005WE0wAAG,12/29/11,12/29/11,Confirmed
a02d0000005WE0xAAG,10/14/11,10/14/11,Confirmed
a02d0000005WE0yAAG,11/18/11,11/18/11,Confirmed
a02d0000005WE0zAAG,12/22/11,12/22/11,Confirmed
a02d0000005WE10AAG,11/3/11,11/3/11,Confirmed
a02d0000005WE11AAG,10/21/11,10/21/11,Confirmed
a02d0000005WE12AAG,11/3/11,11/3/11,Confirmed
a02d0000005WE2kAAG,11/16/11,11/16/11,Confirmed
a02d0000005WE2lAAG,11/16/11,11/16/11,Confirmed
a02d0000005WE2nAAG,11/22/11,11/22/11,Confirmed
a02d0000005WE2oAAG,11/3/11,11/3/11,Confirmed
a02d0000005WE2pAAG,11/3/11,11/3/11,Confirmed
a02d0000005WE2qAAG,4/6/12,4/6/12,Confirmed
a02d0000005WE4fAAG,3/9/12,3/9/12,Confirmed
a02d0000005WE4hAAG,4/13/12,4/13/12,Confirmed
a02d0000005WE4iAAG,8/30/11,8/30/11,Confirmed
a02d0000005WE4jAAG,3/9/12,3/9/12,Confirmed
a02d0000005WE4lAAG,7/30/12,7/30/12,Confirmed
a02d0000005WE6XAAW,5/4/12,5/4/12,Confirmed
a02d0000005WE6bAAG,9/16/11,9/16/11,Confirmed
a02d0000005WE6cAAG,9/16/11,9/16/11,Confirmed
a02d0000005WE6dAAG,9/22/11,9/22/11,Confirmed
a02d0000005WE8pAAG,5/25/12,5/25/12,Confirmed
a02d0000005WE8qAAG,4/13/12,4/13/12,Confirmed
a02d0000005WE8rAAG,5/24/12,5/24/12,Confirmed
a02d0000005WE8tAAG,3/16/12,3/16/12,Confirmed
a02d0000005WEBBAA4,2/6/12,2/6/12,Confirmed
a02d0000005WEBDAA4,4/13/12,4/13/12,Confirmed
a02d0000005WEBEAA4,3/2/12,3/2/12,Confirmed
a02d0000005WEBGAA4,3/30/12,3/30/12,Confirmed
a02d0000005WED4AAO,11/3/11,11/3/11,Confirmed
a02d0000005WED5AAO,8/30/11,8/30/11,Confirmed
a02d0000005WED7AAO,11/3/11,11/3/11,Confirmed
a02d0000005WED9AAO,10/21/11,10/21/11,Confirmed
a02d0000005WEEqAAO,10/3/11,10/3/11,Confirmed
a02d0000005WEEsAAO,7/16/11,7/16/11,Confirmed
a02d0000005WEEuAAO,9/16/11,9/16/11,Confirmed
a02d0000005WEEvAAO,8/23/11,8/23/11,Confirmed
a02d0000005WEGgAAO,3/2/12,3/2/12,Confirmed
a02d0000005WEGiAAO,5/18/11,5/18/11,Confirmed
a02d0000005WEGjAAO,1/27/12,1/27/12,Confirmed
a02d0000005WEGkAAO,3/16/12,3/16/12,Confirmed
a02d0000005WEIUAA4,10/3/11,10/3/11,Confirmed
a02d0000005WEIWAA4,2/24/12,2/24/12,Confirmed
a02d0000005WEIaAAO,1/6/12,1/6/12,Confirmed
a02d0000005WEKNAA4,10/20/10,10/20/10,Confirmed
a02d0000005WEKOAA4,2/28/11,2/28/11,Confirmed
a02d0000005WEKPAA4,2/28/11,2/28/11,Confirmed
a02d0000005WEKQAA4,8/15/11,8/15/11,Confirmed
a02d0000005WEKRAA4,10/14/10,10/14/10,Confirmed
a02d0000005WEKWAA4,10/20/10,10/20/10,Confirmed
a02d0000005WEMNAA4,9/16/11,9/16/11,Confirmed
a02d0000005WEMOAA4,9/22/11,9/22/11,Confirmed
a02d0000005WEMPAA4,10/14/11,10/14/11,Confirmed
a02d0000005WEMRAA4,7/6/12,7/6/12,Confirmed
a02d0000005WEMSAA4,9/1/11,9/1/11,Confirmed
a02d0000005WEMTAA4,9/1/11,9/1/11,Confirmed
a02d0000005WEOCAA4,1/9/12,1/9/12,Confirmed
a02d0000005WEODAA4,3/30/12,3/30/12,Confirmed
a02d0000005WEOFAA4,3/2/12,3/2/12,Confirmed
a02d0000005WEOGAA4,2/6/12,2/6/12,Confirmed
a02d0000005WEOKAA4,10/11/12,10/11/12,Confirmed
a02d0000005WEQ6AAO,4/27/12,4/27/12,Confirmed
a02d0000005WEQ9AAO,5/4/12,5/4/12,Confirmed
a02d0000005WEQBAA4,8/17/12,8/17/12,Confirmed
a02d0000005WEQCAA4,7/20/12,7/20/12,Confirmed
a02d0000005WEQEAA4,4/27/12,4/27/12,Confirmed
a02d0000005WERwAAO,5/24/12,5/24/12,Confirmed
a02d0000005WERzAAO,5/25/12,5/25/12,Confirmed
a02d0000005WES0AAO,8/17/12,8/17/12,Confirmed
a02d0000005WES1AAO,7/6/12,7/6/12,Confirmed
a02d0000005WES2AAO,4/27/12,4/27/12,Confirmed
a02d0000005WEUBAA4,4/13/12,4/13/12,Confirmed
a02d0000005WEUFAA4,2/24/12,2/24/12,Confirmed
a02d0000005WDzPAAW,6/13/11,6/13/11,Confirmed
a02d0000005WDzQAAW,9/16/11,9/16/11,Confirmed
a02d0000005WDzSAAW,6/17/11,6/17/11,Confirmed
a02d0000005WDzTAAW,6/13/11,6/13/11,Confirmed
a02d0000005WDzUAAW,6/17/11,6/17/11,Confirmed
a02d0000005WE13AAG,11/18/11,11/18/11,Confirmed
a02d0000005WE14AAG,11/18/11,11/18/11,Confirmed
a02d0000005WE15AAG,10/25/11,10/25/11,Confirmed
a02d0000005WE16AAG,11/3/11,11/3/11,Confirmed
a02d0000005WE17AAG,10/28/11,10/28/11,Confirmed
a02d0000005WE2rAAG,10/28/11,10/28/11,Confirmed
a02d0000005WE2tAAG,4/6/12,4/6/12,Confirmed
a02d0000005WE2uAAG,10/21/11,10/21/11,Confirmed
a02d0000005WE2vAAG,10/28/11,10/28/11,Confirmed
a02d0000005WE2wAAG,5/24/12,5/24/12,Confirmed
a02d0000005WE4mAAG,2/10/12,2/10/12,Confirmed
a02d0000005WE4nAAG,4/6/12,4/6/12,Confirmed
a02d0000005WE4pAAG,3/9/12,3/9/12,Confirmed
a02d0000005WE4qAAG,4/13/12,4/13/12,Confirmed
a02d0000005WE4rAAG,3/23/12,3/23/12,Confirmed
a02d0000005WE4sAAG,10/14/11,10/14/11,Confirmed
a02d0000005WE6eAAG,5/4/12,5/4/12,Confirmed
a02d0000005WE6fAAG,4/27/12,4/27/12,Confirmed
a02d0000005WE6gAAG,9/9/11,9/9/11,Confirmed
a02d0000005WE6hAAG,9/23/11,9/23/11,Confirmed
a02d0000005WE6iAAG,7/6/12,7/6/12,Confirmed
a02d0000005WE6jAAG,11/2/12,11/2/12,Confirmed
a02d0000005WE6kAAG,5/24/12,5/24/12,Confirmed
a02d0000005WE6lAAG,3/9/12,3/9/12,Confirmed
a02d0000005WE90AAG,1/9/12,1/9/12,Confirmed
a02d0000005WE91AAG,8/30/12,8/30/12,Confirmed
a02d0000005WE92AAG,7/13/12,7/13/12,Confirmed
a02d0000005WE93AAG,3/9/12,3/9/12,Confirmed
a02d0000005WE96AAG,7/30/12,7/30/12,Confirmed
a02d0000005WEBIAA4,3/9/12,3/9/12,Confirmed
a02d0000005WEBJAA4,8/10/12,8/10/12,Confirmed
a02d0000005WEBLAA4,5/11/12,5/11/12,Confirmed
a02d0000005WEBNAA4,4/27/12,4/27/12,Confirmed
a02d0000005WEBPAA4,7/20/12,7/20/12,Confirmed
a02d0000005WEBQAA4,8/10/12,8/10/12,Confirmed
a02d0000005WEDAAA4,11/22/11,11/22/11,Confirmed
a02d0000005WEDBAA4,10/21/11,10/21/11,Confirmed
a02d0000005WEDCAA4,3/23/12,3/23/12,Confirmed
a02d0000005WEDDAA4,12/22/11,12/22/11,Confirmed
a02d0000005WEDEAA4,10/14/11,10/14/11,Confirmed
a02d0000005WEDGAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEExAAO,8/30/11,8/30/11,Confirmed
a02d0000005WEEyAAO,12/22/11,12/22/11,Confirmed
a02d0000005WEEzAAO,8/30/11,8/30/11,Confirmed
a02d0000005WEF0AAO,9/22/11,9/22/11,Confirmed
a02d0000005WEF1AAO,9/23/11,9/23/11,Confirmed
a02d0000005WEGnAAO,9/22/11,9/22/11,Confirmed
a02d0000005WEGoAAO,11/3/11,11/3/11,Confirmed
a02d0000005WEGpAAO,11/3/11,11/3/11,Confirmed
a02d0000005WEGsAAO,9/23/11,9/23/11,Confirmed
a02d0000005WEGtAAO,10/10/11,10/10/11,Confirmed
a02d0000005WEIbAAO,10/25/11,10/25/11,Confirmed
a02d0000005WEIcAAO,2/6/12,2/6/12,Confirmed
a02d0000005WEIdAAO,7/8/11,7/8/11,Confirmed
a02d0000005WEIeAAO,2/24/12,2/24/12,Confirmed
a02d0000005WEIfAAO,10/28/11,10/28/11,Confirmed
a02d0000005WEKXAA4,1/25/11,1/25/11,Confirmed
a02d0000005WEKYAA4,12/27/10,12/27/10,Confirmed
a02d0000005WEKZAA4,11/1/10,11/1/10,Confirmed
a02d0000005WEKaAAO,12/28/10,12/28/10,Confirmed
a02d0000005WEKeAAO,12/28/10,12/28/10,Confirmed
a02d0000005WEMUAA4,1/14/11,1/14/11,Confirmed
a02d0000005WEMVAA4,11/1/10,11/1/10,Confirmed
a02d0000005WEMXAA4,3/11/11,3/11/11,Confirmed
a02d0000005WEMYAA4,9/22/11,9/22/11,Confirmed
a02d0000005WEMaAAO,1/10/11,1/10/11,Confirmed
a02d0000005WEOLAA4,12/1/10,12/1/10,Confirmed
a02d0000005WEOMAA4,5/2/11,5/2/11,Confirmed
a02d0000005WEOOAA4,10/21/11,10/21/11,Confirmed
a02d0000005WEOPAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEOQAA4,10/21/11,10/21/11,Confirmed
a02d0000005WEORAA4,11/16/11,11/16/11,Confirmed
a02d0000005WEQFAA4,2/17/12,2/17/12,Confirmed
a02d0000005WEQJAA4,4/27/12,4/27/12,Confirmed
a02d0000005WEQLAA4,10/11/12,10/11/12,Confirmed
a02d0000005WEQMAA4,3/23/12,3/23/12,Confirmed
a02d0000005WEQNAA4,8/3/12,8/3/12,Confirmed
a02d0000005WES5AAO,7/9/12,7/9/12,Confirmed
a02d0000005WES6AAO,6/25/12,6/25/12,Confirmed
a02d0000005WES7AAO,4/27/12,4/27/12,Confirmed
a02d0000005WES8AAO,4/13/12,4/13/12,Confirmed
a02d0000005WEUIAA4,2/17/12,2/17/12,Confirmed
a02d0000005WEUKAA4,8/10/12,8/10/12,Confirmed
a02d0000005WEULAA4,10/11/12,10/11/12,Confirmed
a02d0000005WEUMAA4,8/17/12,8/17/12,Confirmed
a02d0000005WEUNAA4,5/24/12,5/24/12,Confirmed
a02d0000005WEUPAA4,7/13/12,7/13/12,Confirmed
a02d0000005WDzVAAW,6/17/11,6/17/11,Confirmed
a02d0000005WDzWAAW,6/13/11,6/13/11,Confirmed
a02d0000005WDzZAAW,9/16/11,9/16/11,Confirmed
a02d0000005WDzaAAG,7/27/11,7/27/11,Confirmed
a02d0000005WDzbAAG,11/3/11,11/3/11,Confirmed
a02d0000005WE19AAG,10/25/11,10/25/11,Confirmed
a02d0000005WE1AAAW,10/28/11,10/28/11,Confirmed
a02d0000005WE1BAAW,4/8/11,4/8/11,Confirmed
a02d0000005WE1DAAW,3/11/11,3/11/11,Confirmed
a02d0000005WE2xAAG,11/3/11,11/3/11,Confirmed
a02d0000005WE2yAAG,11/22/11,11/22/11,Confirmed
a02d0000005WE2zAAG,11/18/11,11/18/11,Confirmed
a02d0000005WE30AAG,10/25/11,10/25/11,Confirmed
a02d0000005WE31AAG,11/3/11,11/3/11,Confirmed
a02d0000005WE32AAG,11/3/11,11/3/11,Confirmed
a02d0000005WE4tAAG,7/8/11,7/8/11,Confirmed
a02d0000005WE4uAAG,9/16/11,9/16/11,Confirmed
a02d0000005WE4vAAG,12/22/11,12/22/11,Confirmed
a02d0000005WE4wAAG,8/15/11,8/15/11,Confirmed
a02d0000005WE4yAAG,11/29/11,11/29/11,Confirmed
a02d0000005WE6mAAG,2/25/12,2/25/12,Confirmed
a02d0000005WE6nAAG,3/2/12,3/2/12,Confirmed
a02d0000005WE6oAAG,2/17/12,2/17/12,Confirmed
a02d0000005WE6pAAG,10/14/11,10/14/11,Confirmed
a02d0000005WE6rAAG,5/4/12,5/4/12,Confirmed
a02d0000005WE6sAAG,10/8/12,10/8/12,Confirmed
a02d0000005WE6tAAG,8/3/12,8/3/12,Confirmed
a02d0000005WE98AAG,5/24/12,5/24/12,Confirmed
a02d0000005WE99AAG,1/27/12,1/27/12,Confirmed
a02d0000005WE9DAAW,1/12/12,1/12/12,Confirmed
a02d0000005WE9FAAW,4/13/12,4/13/12,Confirmed
a02d0000005WEBTAA4,8/10/12,8/10/12,Confirmed
a02d0000005WEBVAA4,3/30/12,3/30/12,Confirmed
a02d0000005WEBWAA4,5/24/12,5/24/12,Confirmed
a02d0000005WEBZAA4,5/24/12,5/24/12,Confirmed
a02d0000005WEDHAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEDJAA4,10/14/11,10/14/11,Confirmed
a02d0000005WEDKAA4,9/22/11,9/22/11,Confirmed
a02d0000005WEDMAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEDOAA4,9/22/11,9/22/11,Confirmed
a02d0000005WEF3AAO,9/23/11,9/23/11,Confirmed
a02d0000005WEF4AAO,11/3/11,11/3/11,Confirmed
a02d0000005WEF5AAO,9/22/11,9/22/11,Confirmed
a02d0000005WEF6AAO,4/6/12,4/6/12,Confirmed
a02d0000005WEF7AAO,10/28/11,10/28/11,Confirmed
a02d0000005WEF8AAO,11/3/11,11/3/11,Confirmed
a02d0000005WEGuAAO,11/3/11,11/3/11,Confirmed
a02d0000005WEGvAAO,11/3/11,11/3/11,Confirmed
a02d0000005WEGwAAO,9/22/11,9/22/11,Confirmed
a02d0000005WEGyAAO,10/3/11,10/3/11,Confirmed
a02d0000005WEGzAAO,9/22/11,9/22/11,Confirmed
a02d0000005WEH0AAO,4/13/12,4/13/12,Confirmed
a02d0000005WEIjAAO,11/22/11,11/22/11,Confirmed
a02d0000005WEIkAAO,8/24/12,8/24/12,Confirmed
a02d0000005WEIlAAO,10/14/11,10/14/11,Confirmed
a02d0000005WEImAAO,10/28/11,10/28/11,Confirmed
a02d0000005WEInAAO,11/16/11,11/16/11,Confirmed
a02d0000005WEKfAAO,9/29/10,9/29/10,Confirmed
a02d0000005WEKiAAO,11/1/10,11/1/10,Confirmed
a02d0000005WEKlAAO,10/25/10,10/25/10,Confirmed
a02d0000005WEKmAAO,4/6/11,4/6/11,Confirmed
a02d0000005WEKnAAO,5/16/11,5/16/11,Confirmed
a02d0000005WEMbAAO,4/8/11,4/8/11,Confirmed
a02d0000005WEMcAAO,6/3/11,6/3/11,Confirmed
a02d0000005WEMdAAO,3/7/11,3/7/11,Confirmed
a02d0000005WEMhAAO,4/19/11,4/19/11,Confirmed
a02d0000005WEMiAAO,10/21/10,10/21/10,Confirmed
a02d0000005WEOSAA4,12/22/11,12/22/11,Confirmed
a02d0000005WEOTAA4,12/22/11,12/22/11,Confirmed
a02d0000005WEOUAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEOVAA4,4/13/12,4/13/12,Confirmed
a02d0000005WEOWAA4,12/22/11,12/22/11,Confirmed
a02d0000005WEOXAA4,6/4/12,6/4/12,Confirmed
a02d0000005WEQPAA4,2/10/12,2/10/12,Confirmed
a02d0000005WEQQAA4,2/25/12,2/25/12,Confirmed
a02d0000005WEQTAA4,5/4/12,5/4/12,Confirmed
a02d0000005WEQUAA4,5/11/12,5/11/12,Confirmed
a02d0000005WEQWAA4,6/4/12,6/4/12,Confirmed
a02d0000005WESEAA4,7/30/12,7/30/12,Confirmed
a02d0000005WESFAA4,7/13/12,7/13/12,Confirmed
a02d0000005WESHAA4,7/6/12,7/6/12,Confirmed
a02d0000005WESIAA4,7/6/12,7/6/12,Confirmed
a02d0000005WESKAA4,8/10/12,8/10/12,Confirmed
a02d0000005WESLAA4,4/27/12,4/27/12,Confirmed
a02d0000005WESMAA4,4/27/12,4/27/12,Confirmed
a02d0000005WEURAA4,5/24/12,5/24/12,Confirmed
a02d0000005WEUUAA4,3/9/12,3/9/12,Confirmed
a02d0000005WEUVAA4,5/11/12,5/11/12,Confirmed
a02d0000005WEUWAA4,6/25/12,6/25/12,Confirmed
a02d0000005WDzcAAG,1/12/12,1/12/12,Confirmed
a02d0000005WDzdAAG,1/12/12,1/12/12,Confirmed
a02d0000005WDzeAAG,3/23/12,3/23/12,Confirmed
a02d0000005WDzfAAG,8/1/11,8/1/11,Confirmed
a02d0000005WDzgAAG,10/28/11,10/28/11,Confirmed
a02d0000005WDzhAAG,6/29/11,6/29/11,Confirmed
a02d0000005WE1FAAW,1/25/11,1/25/11,Confirmed
a02d0000005WE1GAAW,1/21/11,1/21/11,Confirmed
a02d0000005WE1HAAW,2/28/11,2/28/11,Confirmed
a02d0000005WE1IAAW,2/10/11,2/10/11,Confirmed
a02d0000005WE1JAAW,1/25/11,1/25/11,Confirmed
a02d0000005WE1KAAW,4/1/11,4/1/11,Confirmed
a02d0000005WE34AAG,4/6/12,4/6/12,Confirmed
a02d0000005WE37AAG,3/16/12,3/16/12,Confirmed
a02d0000005WE38AAG,10/4/12,10/4/12,Confirmed
a02d0000005WE39AAG,1/27/12,1/27/12,Confirmed
a02d0000005WE3AAAW,3/16/12,3/16/12,Confirmed
a02d0000005WE3BAAW,1/12/12,1/12/12,Confirmed
a02d0000005WE4zAAG,9/16/11,9/16/11,Confirmed
a02d0000005WE50AAG,11/3/11,11/3/11,Confirmed
a02d0000005WE51AAG,9/22/11,9/22/11,Confirmed
a02d0000005WE52AAG,9/22/11,9/22/11,Confirmed
a02d0000005WE53AAG,10/14/11,10/14/11,Confirmed
a02d0000005WE6uAAG,7/13/12,7/13/12,Confirmed
a02d0000005WE6vAAG,12/22/11,12/22/11,Confirmed
a02d0000005WE6wAAG,9/22/11,9/22/11,Confirmed
a02d0000005WE6xAAG,9/23/11,9/23/11,Confirmed
a02d0000005WE6zAAG,10/10/11,10/10/11,Confirmed
a02d0000005WE8EAAW,2/10/12,2/10/12,Confirmed
a02d0000005WE9GAAW,7/6/12,7/6/12,Confirmed
a02d0000005WE9HAAW,2/10/12,2/10/12,Confirmed
a02d0000005WE9IAAW,7/27/12,7/27/12,Confirmed
a02d0000005WE9KAAW,7/27/12,7/27/12,Confirmed
a02d0000005WE9NAAW,6/27/12,6/27/12,Confirmed
a02d0000005WE9OAAW,9/21/12,9/21/12,Confirmed
a02d0000005WEBbAAO,1/27/12,1/27/12,Confirmed
a02d0000005WEBcAAO,4/19/12,4/19/12,Confirmed
a02d0000005WEBdAAO,5/24/12,5/24/12,Confirmed
a02d0000005WEBeAAO,7/6/12,7/6/12,Confirmed
a02d0000005WEBgAAO,1/27/12,1/27/12,Confirmed
a02d0000005WEDPAA4,9/23/11,9/23/11,Confirmed
a02d0000005WEDQAA4,10/25/11,10/25/11,Confirmed
a02d0000005WEDRAA4,9/1/11,9/1/11,Confirmed
a02d0000005WEDSAA4,10/3/11,10/3/11,Confirmed
a02d0000005WEDTAA4,1/27/12,1/27/12,Confirmed
a02d0000005WEDUAA4,10/21/11,10/21/11,Confirmed
a02d0000005WEF9AAO,11/3/11,11/3/11,Confirmed
a02d0000005WEFAAA4,9/27/11,9/27/11,Confirmed
a02d0000005WEFBAA4,9/22/11,9/22/11,Confirmed
a02d0000005WEFCAA4,10/21/11,10/21/11,Confirmed
a02d0000005WEFDAA4,10/21/11,10/21/11,Confirmed
a02d0000005WEFEAA4,9/1/11,9/1/11,Confirmed
a02d0000005WEH1AAO,11/3/11,11/3/11,Confirmed
a02d0000005WEH2AAO,9/23/11,9/23/11,Confirmed
a02d0000005WEH3AAO,9/22/11,9/22/11,Confirmed
a02d0000005WEH4AAO,9/22/11,9/22/11,Confirmed
a02d0000005WEH5AAO,9/22/11,9/22/11,Confirmed
a02d0000005WEH6AAO,2/24/12,2/24/12,Confirmed
a02d0000005WEIoAAO,1/27/12,1/27/12,Confirmed
a02d0000005WEIpAAO,11/3/11,11/3/11,Confirmed
a02d0000005WEIqAAO,11/22/11,11/22/11,Confirmed
a02d0000005WEIrAAO,2/17/12,2/17/12,Confirmed
a02d0000005WEIsAAO,10/28/11,10/28/11,Confirmed
a02d0000005WEKoAAO,10/25/10,10/25/10,Confirmed
a02d0000005WEKpAAO,11/9/10,11/9/10,Confirmed
a02d0000005WEKrAAO,10/14/10,10/14/10,Confirmed
a02d0000005WEKvAAO,9/22/10,9/22/10,Confirmed
a02d0000005WEKwAAO,12/3/10,12/3/10,Confirmed
a02d0000005WEKxAAO,9/22/10,9/22/10,Confirmed
a02d0000005WEMjAAO,11/1/10,11/1/10,Confirmed
a02d0000005WEMlAAO,10/14/10,10/14/10,Confirmed
a02d0000005WEMmAAO,4/1/11,4/1/11,Confirmed
a02d0000005WEMnAAO,1/10/11,1/10/11,Confirmed
a02d0000005WEMpAAO,1/14/11,1/14/11,Confirmed
a02d0000005WEMqAAO,12/1/10,12/1/10,Confirmed
a02d0000005WEOZAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEOaAAO,10/21/11,10/21/11,Confirmed
a02d0000005WEObAAO,11/22/11,11/22/11,Confirmed
a02d0000005WEOcAAO,12/22/11,12/22/11,Confirmed
a02d0000005WEOdAAO,12/22/11,12/22/11,Confirmed
a02d0000005WEOeAAO,2/24/12,2/24/12,Confirmed
a02d0000005WEQXAA4,7/6/12,7/6/12,Confirmed
a02d0000005WEQYAA4,3/16/12,3/16/12,Confirmed
a02d0000005WEQZAA4,2/24/12,2/24/12,Confirmed
a02d0000005WEQaAAO,8/30/12,8/30/12,Confirmed
a02d0000005WEQdAAO,6/28/12,6/28/12,Confirmed
a02d0000005WEQeAAO,2/6/12,2/6/12,Confirmed
a02d0000005WEQfAAO,7/27/12,7/27/12,Confirmed
a02d0000005WESNAA4,8/10/12,8/10/12,Confirmed
a02d0000005WESOAA4,10/18/12,10/18/12,Confirmed
a02d0000005WESPAA4,8/31/12,8/31/12,Confirmed
a02d0000005WESRAA4,11/8/12,11/8/12,Confirmed
a02d0000005WESSAA4,3/23/12,3/23/12,Confirmed
a02d0000005WESTAA4,4/13/12,4/13/12,Confirmed
a02d0000005WESVAA4,6/4/12,6/4/12,Confirmed
a02d0000005WEUZAA4,3/2/12,3/2/12,Confirmed
a02d0000005WEUaAAO,3/16/12,3/16/12,Confirmed
a02d0000005WEUcAAO,12/1/10,12/1/10,Confirmed
a02d0000005WEUdAAO,8/30/12,8/30/12,Confirmed
a02d0000005WEUgAAO,4/13/12,4/13/12,Confirmed
a02d0000005WEUhAAO,11/8/12,11/8/12,Confirmed
a02d0000005WDziAAG,1/20/12,1/20/12,Confirmed
a02d0000005WDzjAAG,4/13/12,4/13/12,Confirmed
a02d0000005WDzkAAG,6/29/11,6/29/11,Confirmed
a02d0000005WDzlAAG,12/29/11,12/29/11,Confirmed
a02d0000005WDznAAG,9/23/11,9/23/11,Confirmed
a02d0000005WDzoAAG,6/13/11,6/13/11,Confirmed
a02d0000005WE1MAAW,3/7/11,3/7/11,Confirmed
a02d0000005WE1QAAW,2/16/11,2/16/11,Confirmed
a02d0000005WE1RAAW,3/18/11,3/18/11,Confirmed
a02d0000005WE3CAAW,7/13/12,7/13/12,Confirmed
